County,Median_Household_Income,Poverty_Rate
Chambers,93707.0,15.01136212
Cherokee,54222.0,14.79271224
Childress,53092.0,13.11098332
Clay,69967.0,10.34550645
Cochran,38203.0,27.08910891
Coke,42639.0,14.02400505
Coleman,47216.0,17.70927383
Collin,104327.0,6.479933757
Collingsworth,42446.0,20.60962937
Colorado,55945.0,8.882235529
Comal,85912.0,6.716326544
Comanche,55743.0,13.42869982
Concho,46719.0,13.71036847
Cooke,63338.0,14.11898241
Coryell,58414.0,10.76437853
Cottle,43654.0,23.01282051
Crane,67804.0,5.436212188
Crockett,52731.0,7.328033184
Crosby,44304.0,23.35583414
Culberson,34239.0,28.14344076
Dallam,61069.0,14.97722096
Dallas,65011.0,14.24069182
Dawson,42778.0,22.54043768
Deaf Smith,49611.0,15.00952381
Delta,58705.0,15.85225087
Denton,96265.0,7.239350193
DeWitt,57873.0,16.10447346
Dickens,42241.0,14.9122807
Dimmit,25000.0,46.49032406
Donley,52888.0,13.06532663
Duval,43836.0,23.58740592
Eastland,43953.0,18.73705391
Ector,64975.0,14.10851548
Edwards,40000.0,13.10140637
Ellis,85272.0,8.162596208
El Paso,50919.0,19.27351362
Erath,56691.0,16.94032442
Falls,35317.0,22.86705051
Fannin,59686.0,12.80379007
Fayette,66624.0,9.838857048
Fisher,55862.0,11.01141925
Floyd,54007.0,13.32597092
Foard,37679.0,12.34449761
Fort Bend,102590.0,7.150882675
Franklin,61391.0,8.695652174
Freestone,55910.0,13.26807146
Frio,58456.0,24.98453077
Gaines,67728.0,13.95227478
Galveston,79328.0,10.79288178
Garza,64871.0,13.76574895
Gillespie,64438.0,11.19473545
Glasscock,85417.0,12.44881245
Goliad,52335.0,10.76989002
Gonzales,55698.0,13.86347281
Gray,50635.0,16.25818237
Grayson,62078.0,11.96855776
Gregg,56566.0,17.25725992
Grimes,59086.0,16.66002868
Guadalupe,80047.0,9.153152938
Hale,48649.0,17.02942035
Hall,41467.0,17.33757062
Hamilton,44030.0,21.01791936
Hansford,47500.0,9.3323217
Hardeman,56400.0,11.46073903
Hardin,65347.0,11.63675029
Harris,65788.0,15.62317623
Harrison,57996.0,17.02430545
Hartley,61196.0,5.615763547
Haskell,48432.0,12.38523149
Hays,71061.0,13.58171123
Hemphill,54867.0,6.235362998
Henderson,51963.0,17.00125861
Hidalgo,44666.0,28.14332643
Hill,57800.0,12.3382425
Hockley,49241.0,15.81915504
Hood,75851.0,8.629076746
Hopkins,57745.0,12.51558906
Houston,43644.0,18.99523286
Howard,60260.0,15.98875229
Hudspeth,32404.0,27.82241015
Hunt,61053.0,13.58793385
Hutchinson,57288.0,12.60760228
Irion,39770.0,14.98392283
Jack,56916.0,15.47058032
Jackson,60807.0,12.54260395
Jasper,44356.0,24.20415599
Jeff Davis,38659.0,22.03045685
Jefferson,53613.0,18.1593507
Jim Hogg,37342.0,30.01261034
Jim Wells,47629.0,21.21774547
Johnson,70767.0,10.40834277
Jones,55575.0,12.44592851
Karnes,49526.0,18.24658963
Kaufman,75187.0,10.01812026
Kendall,100706.0,4.816969026
Kenedy,42778.0,1.775147929
Kent,63994.0,13.03602058
Kerr,62204.0,11.59320568
Kimble,55677.0,13.8653484
King,42125.0,29.25764192
Kinney,58925.0,18.15436242
Kleberg,49986.0,28.59539789
Knox,50163.0,9.762050031
Lamar,51561.0,16.85823755
Lamb,50041.0,18.2710136
Lampasas,66506.0,9.178971128
La Salle,61042.0,22.87322079
Lavaca,57602.0,9.417446423
Lee,60750.0,11.76366947
Leon,48676.0,18.29052259
Liberty,53871.0,14.95678588
Limestone,49507.0,19.12845317
Lipscomb,66250.0,11.36883371
Live Oak,52870.0,18.99508575
Llano,62839.0,9.147905386
Lubbock,56529.0,17.69362308
Lynn,49747.0,15.87733624
McCulloch,46552.0,15.87174349
McLennan,53723.0,17.80757867
McMullen,63056.0,12.2085048
Madison,59923.0,12.59891527
Marion,43153.0,18.29381924
Martin,69194.0,13.30754352
Mason,73186.0,4.873096447
Matagorda,48566.0,20.03116392
Maverick,44502.0,25.0425628
Medina,67180.0,11.93921402
Menard,40341.0,18.90087314
Midland,88210.0,11.08803333
Milam,52810.0,16.15859896
Mills,53483.0,8.474965549
Mitchell,50144.0,9.910664433
Montague,59127.0,12.42512671
Montgomery,88597.0,8.841045419
Moore,55543.0,11.72665917
Morris,46468.0,14.55814745
Motley,59286.0,7.249802995
Nacogdoches,47306.0,23.14139819
Navarro,50466.0,14.08547613
Newton,38116.0,23.95049745
Nolan,44700.0,16.22516556
Nueces,59477.0,17.18398769
Ochiltree,57413.0,12.0240481
Oldham,68077.0,12.15991116
Orange,68756.0,11.99947673
Palo Pinto,59796.0,13.90051139
Panola,54853.0,13.55587677
Parker,88535.0,7.785584689
Parmer,62885.0,10.89868112
Pecos,55652.0,21.89266631
Polk,52826.0,15.89181891
Potter,45096.0,20.45004902
Presidio,26395.0,33.89213981
Rains,55758.0,11.61717833
Randall,70544.0,9.748911657
Reagan,62829.0,8.17855003
Real,44083.0,26.09838528
Red River,40674.0,21.40189351
Reeves,53548.0,17.44573672
Refugio,50745.0,15.54590385
Roberts,62717.0,11.83098592
Robertson,55709.0,15.77683022
Rockwall,111595.0,3.922976064
Runnels,52103.0,13.14089204
Rusk,60330.0,11.71054824
Sabine,41308.0,19.47880754
San Augustine,43130.0,25.07104107
San Jacinto,46678.0,16.99742742
San Patricio,59532.0,15.66957884
San Saba,46927.0,10.99609375
Schleicher,61094.0,11.70003926
Scurry,53376.0,13.20792475
Shackelford,54896.0,10.63283007
Shelby,44504.0,23.63696809
Sherman,55667.0,11.63291685
Smith,62518.0,13.63439108
Somervell,89253.0,10.81352528
Starr,33334.0,32.60709124
Stephens,46537.0,14.95476927
Sterling,55481.0,4.481998531
Stonewall,62273.0,7.186081694
Sutton,61538.0,12.15420836
Swisher,39685.0,24.91047797
Tarrant,73545.0,11.27270245
Taylor,57811.0,14.02297495
Terrell,47012.0,5.107252298
Terry,47734.0,22.27101631
Throckmorton,47500.0,18.02244039
Titus,53818.0,16.94379995
Tom Green,62052.0,11.8102708
Travis,85043.0,11.2275572
Trinity,45392.0,16.75055514
Tyler,49130.0,19.05431238
Upshur,55046.0,15.46025676
Upton,58333.0,16.8597561
Uvalde,51602.0,19.24055829
Val Verde,51949.0,17.11591767
Van Zandt,61121.0,12.1108462
Victoria,60598.0,16.19016774
Walker,44104.0,20.61439767
Waller,65379.0,12.41654249
Ward,66216.0,13.74235305
Washington,65913.0,9.772510719
Webb,54618.0,22.90812444
Wharton,53963.0,14.5186487
Wheeler,52138.0,17.41204532
Wichita,53272.0,16.55083545
Wilbarger,45262.0,18.13991104
Willacy,39401.0,25.97334727
Williamson,94705.0,6.297958864
Wilson,84042.0,9.804806036
Winkler,67904.0,12.15337668
Wise,75482.0,9.988303743
Wood,58418.0,13.60208547
Yoakum,73102.0,11.28843908
Young,52074.0,14.18024874
Zapata,34406.0,35.157378
Zavala,44573.0,29.73193354
Utah,79133.0,8.750014139
Beaver,74569.0,5.683156655
Box Elder,67486.0,7.04681363
Cache,65670.0,13.88020469
Carbon,51725.0,16.26036693
Daggett,49792.0,6.019417476
Davis,92765.0,5.503924955
Duchesne,66463.0,13.22699259
Emery,61234.0,12.54748948
Garfield,45724.0,15.62628337
Grand,51433.0,14.83843982
Iron,56308.0,15.33993232
Juab,74741.0,11.26931759
Kane,56395.0,12.49155063
Millard,66304.0,12.59935469
Morgan,112721.0,1.801875926
Piute,33611.0,19.86531987
Rich,67396.0,7.074340528
Salt Lake,82206.0,8.3911332
San Juan,52400.0,21.22908938
Sanpete,60186.0,13.22769816
Sevier,60262.0,12.19131422
Summit,116351.0,5.262155341
Tooele,87557.0,4.751711722
Uintah,61293.0,12.42728413
Utah,82893.0,9.290582947
Wasatch,94044.0,5.064299198
Washington,65040.0,9.194104124
Wayne,55605.0,9.761036857
Weber,74345.0,8.362581309
Vermont,67674.0,10.52696398
Addison,77978.0,6.997161336
Bennington,63448.0,11.26525155
Caledonia,55159.0,12.61065699
Chittenden,81957.0,11.2792001
Essex,48194.0,14.70982892
Franklin,68476.0,9.397756547
Grand Isle,85154.0,6.538301704
Lamoille,66016.0,10.48192294
Orange,67906.0,9.471334914
Orleans,58037.0,10.35775128
Rutland,59751.0,10.45727136
Washington,70128.0,9.993010659
Windham,59195.0,13.41811752
Windsor,63787.0,9.054396843
Virginia,80615.0,9.939513508
Accomack,50601.0,16.90851926
Albemarle,90568.0,6.883413276
Alleghany,49705.0,13.96354444
Amelia,57420.0,11.11534069
Amherst,60876.0,11.28178312
Appomattox,55268.0,13.30326945
Arlington,128145.0,6.464043489
Augusta,69082.0,8.366129585
Bath,55807.0,19.17644242
Bedford,70870.0,8.762899732
Bland,54556.0,11.82917611
Botetourt,72941.0,6.722106722
Brunswick,49597.0,17.77350964
Buchanan,37093.0,25.23927685
Buckingham,49841.0,14.7846019
Campbell,53918.0,9.448933537
Caroline,76528.0,10.83483817
Carroll,45220.0,15.18856196
Charles City,59543.0,12.33823529
Charlotte,45567.0,19.13770348
Chesterfield,88315.0,6.911319979
Clarke,86633.0,5.815954298
Craig,60283.0,14.21999164
Culpeper,85274.0,7.213485823
Cumberland,57568.0,7.12586617
Dickenson,33905.0,21.1754475
Dinwiddie,68918.0,10.5170323
Essex,54375.0,16.0956629
Fairfax,133974.0,6.131863958
Fauquier,111368.0,5.875903798
Floyd,51612.0,9.273280269
Fluvanna,82983.0,4.56715717
Franklin,59667.0,13.30974517
Frederick,84317.0,6.741027581
Giles,57911.0,10.2581112
Gloucester,77733.0,7.451600158
Goochland,100517.0,4.193576165
Grayson,43022.0,17.55509642
Greene,73844.0,10.07901235
Greensville,53063.0,11.37852973
Halifax,45962.0,15.10572214
Hanover,96911.0,5.468800924
Henrico,76345.0,8.148451855
Henry,41103.0,14.88565571
Highland,52901.0,12.62443439
Isle of Wight,84673.0,8.82129078
James City,94907.0,6.908480837
King and Queen,61672.0,14.26646707
King George,101599.0,6.499143347
King William,74592.0,7.748504372
Lancaster,64460.0,10.89201005
Lee,37574.0,26.17375937
Loudoun,156821.0,3.323784465
Louisa,70974.0,10.79781775
Lunenburg,47269.0,14.01826897
Madison,72349.0,8.658455638
Mathews,73229.0,8.044890727
Mecklenburg,46378.0,17.92343782
Middlesex,63782.0,9.763198758
Montgomery,60666.0,24.77110261
Nelson,67707.0,12.50169492
New Kent,101628.0,4.637972831
Northampton,50347.0,16.48838375
Northumberland,61291.0,15.54530201
Nottoway,54614.0,16.53995123
Orange,79211.0,11.32764921
Page,53168.0,12.3343527
Patrick,47215.0,10.78527963
Pittsylvania,49486.0,15.16995596
Powhatan,101395.0,4.480673721
Prince Edward,49019.0,23.57330724
Prince George,78895.0,9.249759538
Prince William,113831.0,5.799242304
Pulaski,55446.0,12.83976343
Rappahannock,90307.0,6.105520805
Richmond,57697.0,10.30344828
Roanoke,74622.0,6.923641938
Rockbridge,57828.0,10.29996871
Rockingham,67484.0,7.601005744
Russell,41100.0,18.49988299
Scott,42561.0,15.36903039
Shenandoah,58609.0,11.39101108
Smyth,42588.0,18.92574393
Southampton,65079.0,6.797054207
Spotsylvania,98973.0,7.111463048
Stafford,119818.0,5.112973445
Surry,61105.0,14.7826087
Sussex,56968.0,10.52016985
Tazewell,42937.0,17.59707185
Warren,72840.0,10.89890759
Washington,54737.0,12.71325836
Westmoreland,53113.0,16.34015783
Wise,44884.0,19.72652744
Wythe,52726.0,15.24396764
York,96144.0,4.851302487
Alexandria,105450.0,9.577191448
Bristol,43879.0,17.71592402
Buena Vista,42156.0,21.43207455
Charlottesville,63470.0,23.09160739
Chesapeake,85563.0,7.952922922
Colonial Heights,65570.0,8.987695749
Covington,41242.0,15.83452211
Danville,38904.0,23.0963788
Emporia,36111.0,21.48095153
Fairfax,118492.0,10.06520143
Falls Church,155071.0,2.480138169
Franklin,49424.0,19.7879423
Fredericksburg,72293.0,14.28850665
Galax,39808.0,21.94591234
Hampton,59380.0,14.36365425
Harrisonburg,51055.0,25.80587791
Hopewell,44209.0,23.9856279
Lexington,66114.0,22.80417149
Lynchburg,54015.0,17.60298538
Manassas,101934.0,5.617183636
Manassas Park,90544.0,4.402218813
Martinsville,36832.0,25.36753446
Newport News,57463.0,15.77232092
Norfolk,56244.0,17.40022204
Norton,35592.0,28.2811642
Petersburg,44890.0,21.3314223
Poquoson,112026.0,4.419396692
Portsmouth,54020.0,17.1655748
Radford,44360.0,35.3898051
Richmond,54795.0,19.7849691
Roanoke,48476.0,18.39843392
Salem,66472.0,9.954453885
Staunton,53041.0,12.27990033
Suffolk,81883.0,9.596052305
Virginia Beach,81810.0,7.816507449
Waynesboro,47238.0,16.55308055
Williamsburg,65297.0,15.45803312
Winchester,61321.0,13.26853693
Washington,82400.0,9.987007199
Adams,54573.0,20.84512637
Asotin,57263.0,13.00344702
Benton,76612.0,10.5542578
Chelan,64895.0,10.70053194
Clallam,60044.0,12.26011668
Clark,82719.0,9.091352783
Columbia,64688.0,9.287531807
Cowlitz,64506.0,12.75323136
Douglas,68979.0,9.66692596
Ferry,45907.0,14.97754071
Franklin,72452.0,15.07505624
Garfield,50625.0,9.232134931
Grant,63566.0,13.02501083
Grays Harbor,53615.0,15.13492979
Island,75628.0,7.637191267
Jefferson,59968.0,14.16650982
King,106326.0,8.425793645
Kitsap,84600.0,7.968208836
Kittitas,64134.0,14.79647039
Klickitat,59583.0,14.7154653
Lewis,60581.0,13.17362275
Lincoln,62810.0,11.87107655
Mason,66325.0,12.79760505
Okanogan,51992.0,20.147539
Pacific,54598.0,13.71367824
Pend Oreille,59134.0,11.15244458
Pierce,82574.0,8.783784541
San Juan,68577.0,10.89614788
Skagit,75308.0,11.05198235
Skamania,75565.0,9.515789474
Snohomish,95618.0,7.317832907
Spokane,64079.0,12.47952732
Stevens,57206.0,12.89161123
Thurston,81501.0,9.726543311
Wahkiakum,54422.0,10.59556787
Walla Walla,63686.0,11.07323299
Whatcom,70011.0,13.42661302
Whitman,43613.0,24.68239124
Yakima,58380.0,15.76433248
West Virginia,50884.0,16.88313691
Barbour,42260.0,20.79823506
Berkeley,68101.0,10.71701729
Boone,50598.0,17.79025355
Braxton,42519.0,18.3371114
Brooke,51210.0,11.82721183
Cabell,43779.0,21.22559294
Calhoun,37428.0,28.39389649
Clay,37197.0,26.31121054
Doddridge,58750.0,15.19932385
Fayette,45988.0,21.0224546
Gilmer,45870.0,11.82724252
Grant,47224.0,12.10987406
Greenbrier,41694.0,18.85313658
Hampshire,50890.0,17.85095321
Hancock,52062.0,14.14513717
Hardy,46592.0,18.25822856
Harrison,54124.0,15.17477344
Jackson,53165.0,18.0943804
Jefferson,86711.0,9.71109406
Kanawha,50574.0,16.443442
Lewis,45345.0,17.17414851
Lincoln,46683.0,20.62506114
Logan,38493.0,25.69368921
McDowell,30127.0,28.92727779
Marion,55094.0,14.58443092
Marshall,52371.0,14.49160123
Mason,49957.0,16.53347255
Mercer,43293.0,18.87331656
Mineral,57345.0,12.06863607
Mingo,35349.0,28.24318057
Monongalia,56466.0,19.28461431
Monroe,47417.0,14.44775159
Morgan,56616.0,7.971995058
Nicholas,42946.0,18.60332927
Ohio,51516.0,13.27843157
Pendleton,46506.0,16.09661209
Pleasants,58433.0,7.448763251
Pocahontas,37225.0,17.48251748
Preston,55755.0,14.43364665
Putnam,68740.0,10.46685292
Raleigh,43150.0,22.51789777
Randolph,47343.0,15.19045965
Ritchie,45184.0,18.16891412
Roane,38608.0,21.30282945
Summers,41077.0,22.55850783
Taylor,52823.0,16.22083791
Tucker,49808.0,9.857662023
Tyler,50601.0,12.04658498
Upshur,44470.0,20.0228481
Wayne,45591.0,17.33033639
Webster,37720.0,21.46452541
Wetzel,47611.0,18.7574254
Wirt,49441.0,20.87221482
Wood,50231.0,14.81818945
Wyoming,44630.0,25.34333255
Wisconsin,67080.0,10.66244987
Adams,51878.0,13.45665579
Ashland,55070.0,15.98025205
Barron,55256.0,11.95200839
Bayfield,62859.0,11.1789898
Brown,68799.0,9.727701337
Buffalo,61167.0,8.315661921
Burnett,55890.0,12.00717955
Calumet,78453.0,6.062649303
Chippewa,63172.0,9.63423532
Clark,57547.0,11.90525232
Columbia,73786.0,6.757899186
Crawford,54526.0,12.53975466
Dane,78452.0,10.77651271
Dodge,66403.0,7.460828302
Door,63856.0,8.632016066
Douglas,59688.0,11.01860921
Dunn,64420.0,11.46479958
Eau Claire,64777.0,12.78560915
Florence,52143.0,10.09133437
Fond du Lac,66390.0,8.476600998
Forest,51959.0,14.0875014
Grant,58289.0,13.62079222
Green,70267.0,7.291466791
Green Lake,60597.0,12.64306343
Iowa,73716.0,8.067606114
Iron,48908.0,13.19771352
Jackson,59422.0,12.95124298
Jefferson,71735.0,7.349347539
Juneau,58561.0,14.65654317
Kenosha,70073.0,11.29653948
Kewaunee,72328.0,6.990911324
La Crosse,62817.0,12.17677358
Lafayette,65009.0,10.27720615
Langlade,53313.0,13.26881049
Lincoln,61363.0,9.715870215
Manitowoc,61454.0,9.494168278
Marathon,67940.0,7.863039953
Marinette,55694.0,10.13736869
Marquette,55386.0,10.54275674
Menominee,54940.0,26.2004662
Milwaukee,54793.0,17.91570018
Monroe,63061.0,10.34765461
Oconto,68426.0,8.533773516
Oneida,62660.0,8.040009785
Outagamie,72695.0,6.873865455
Ozaukee,86915.0,3.975290861
Pepin,63015.0,8.926600442
Pierce,78341.0,9.234621611
Polk,67878.0,8.622562107
Portage,65550.0,10.56939608
Price,52052.0,13.15694092
Racine,67224.0,11.6661884
Richland,56089.0,14.25630771
Rock,65518.0,10.3061912
Rusk,51978.0,12.29720029
St. Croix,91320.0,5.444911782
Sauk,67702.0,8.712274267
Sawyer,53011.0,14.45700189
Shawano,59767.0,10.15071364
Sheboygan,65352.0,7.448257794
Taylor,56350.0,8.23547354
Trempealeau,64336.0,7.330244342
Vernon,57933.0,14.93093331
Vilas,56837.0,10.10971439
Walworth,69382.0,9.269298534
Washburn,54550.0,12.79339853
Washington,85574.0,4.74995016
Waukesha,94310.0,4.933293359
Waupaca,65070.0,9.273616412
Waushara,57224.0,10.81069464
Winnebago,63938.0,10.84304209
Wood,57996.0,10.18504609
Wyoming,68002.0,10.73552226
Albany,50733.0,23.60637902
Big Horn,56059.0,10.22051103
Campbell,87547.0,11.02605367
Carbon,62654.0,15.05514052
Converse,73698.0,7.877849082
Crook,67835.0,7.59350741
Fremont,57887.0,13.51933
Goshen,58318.0,8.053976067
Hot Springs,60805.0,12.88410887
Johnson,58020.0,16.51135006
Laramie,71550.0,9.017892725
Lincoln,74835.0,6.713908861
Natrona,64100.0,9.877703399
Niobrara,48688.0,20.23172906
Park,62586.0,8.600343053
Platte,59402.0,10.92436975
Sheridan,62531.0,8.852622814
Sublette,82342.0,8.302058456
Sweetwater,76668.0,10.48139052
Teton,94498.0,7.117039587
Uinta,75106.0,7.958750678
Washakie,62271.0,6.571842487
Weston,65566.0,14.08559113
Puerto Rico,21967.0,42.67362889
Adjuntas,15375.0,67.07371226
Aguada,18733.0,45.06331101
Aguadilla,16940.0,49.65533678
Aguas Buenas,21844.0,42.74553115
Aibonito,21139.0,43.72072182
Añasco,21189.0,44.72999728
Arecibo,19311.0,47.03996703
Arroyo,14933.0,60.83998268
Barceloneta,19051.0,44.94962768
Barranquitas,20290.0,51.8424529
Bayamón,27812.0,33.71190173
Cabo Rojo,18581.0,47.54560285
Caguas,27062.0,37.52764749
Camuy,19745.0,44.36359189
Canóvanas,23517.0,38.391392
Carolina,30678.0,29.79799283
Cataño,20089.0,46.08251808
Cayey,23823.0,40.14773645
Ceiba,20748.0,41.28585212
Ciales,18990.0,55.24570752
Cidra,23327.0,39.93302009
Coamo,19267.0,49.57780115
Comerío,14666.0,53.78093734
Corozal,19285.0,47.79702395
Culebra,25104.0,23.02325581
Dorado,29744.0,30.85709521
Fajardo,21701.0,42.70813932
Florida,21487.0,49.11621552
Guánica,12856.0,66.80586029
Guayama,17815.0,50.59595439
Guayanilla,19023.0,53.24610245
Guaynabo,39176.0,25.05659704
Gurabo,35470.0,30.52949633
Hatillo,20955.0,42.57952813
Hormigueros,20811.0,42.83981357
Humacao,22431.0,39.20081326
Isabela,17123.0,50.51548807
Jayuya,16780.0,56.92722372
Juana Díaz,21420.0,45.07813515
Juncos,22283.0,39.96131216
Lajas,15593.0,59.77060686
Lares,17629.0,56.09239169
Las Marías,15353.0,49.40935938
Las Piedras,24466.0,37.1892197
Loíza,19541.0,47.17394902
Luquillo,22216.0,43.95168055
Manatí,19427.0,46.66784738
Maricao,19223.0,52.42159955
Maunabo,21678.0,46.09630669
Mayagüez,15501.0,53.55737705
Moca,17685.0,49.92651185
Morovis,21598.0,46.81995243
Naguabo,18412.0,50.40257649
Naranjito,19156.0,45.40804065
Orocovis,15637.0,55.83692192
Patillas,17783.0,49.85521533
Peñuelas,18123.0,53.76584276
Ponce,17747.0,50.61998488
Quebradillas,18947.0,45.42577433
Rincón,24744.0,40.87528224
Río Grande,23679.0,37.62719065
Sabana Grande,18857.0,44.7655494
Salinas,18563.0,50.50191571
San Germán,16492.0,49.95232041
San Juan,24347.0,39.71460374
San Lorenzo,19339.0,45.47140813
San Sebastián,16812.0,50.64766179
Santa Isabel,20784.0,46.30784218
Toa Alta,28098.0,32.38600967
Toa Baja,26587.0,35.63998787
Trujillo Alto,33948.0,28.24718503
Utuado,15812.0,54.6018723
Vega Alta,21828.0,44.9620955
Vega Baja,21507.0,43.36123299
Vieques,14942.0,53.20428039
Villalba,20722.0,44.49497906
Yabucoa,17267.0,52.62225372
Yauco,16444.0,46.43921637
